Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,DHI,DNI,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Wind Speed,
2019,1,1,0,0,4.800000000000001,0,0,0,3,0,0,0,87.89,152.9,0.12,993,5.4,N/A
2019,1,1,0,15,4.800000000000001,0,0,0,3,0,0,0,87.89,150.20000000000002,0.12,993,5.5,N/A
2019,1,1,0,30,4.800000000000001,0,0,0,2.9000000000000004,0,0,0,87.8,147.41,0.12,992,5.6000000000000005,N/A
2019,1,1,0,45,4.800000000000001,0,0,0,3.3000000000000003,0,0,0,90.23,144.57,0.12,992,5.800000000000001,N/A
2019,1,1,1,0,4.800000000000001,0,0,0,3.3000000000000003,0,0,0,90.23,141.69,0.12,992,5.9,N/A
2019,1,1,1,15,4.800000000000001,0,0,0,3.3000000000000003,0,0,0,90.23,138.78,0.12,992,6,N/A
2019,1,1,1,30,4.800000000000001,0,0,0,3.3000000000000003,0,0,0,90.23,135.84,0.12,992,6,N/A
2019,1,1,1,45,4.800000000000001,0,0,0,3.5,0,0,0,91.4,132.9,0.12,992,6,N/A
2019,1,1,2,0,4.800000000000001,0,0,0,3.5,0,0,0,91.3,129.95,0.12,991,6.1000000000000005,N/A
2019,1,1,2,15,4.800000000000001,0,0,0,3.5,0,0,0,91.3,127,0.12,991,6.1000000000000005,N/A
2019,1,1,2,30,4.9,0,0,0,3.5,0,0,0,90.67,124.05,0.12,991,6.1000000000000005,N/A
2019,1,1,2,45,5,0,0,0,3.9000000000000004,0,0,0,92.35000000000001,121.11,0.12,991,6.2,N/A
2019,1,1,3,0,5.1000000000000005,0,0,0,3.9000000000000004,0,0,0,91.71000000000001,118.18,0.12,991,6.2,N/A
2019,1,1,3,15,5.2,0,0,0,3.9000000000000004,0,0,0,91.08,115.27,0.12,991,6.2,N/A
2019,1,1,3,30,5.300000000000001,0,0,0,3.9000000000000004,0,0,0,90.45,112.37,0.12,991,6.2,N/A
2019,1,1,3,45,5.4,0,0,0,4.4,0,0,0,93.17,109.5,0.12,991,6.2,N/A
2019,1,1,4,0,5.5,0,0,0,4.4,0,0,0,92.53,106.66,0.12,991,6.2,N/A
2019,1,1,4,15,5.6000000000000005,0,0,0,4.4,0,0,0,91.89,103.84,0.12,991,6,N/A
2019,1,1,4,30,5.7,0,0,0,4.4,0,0,0,91.26,101.06,0.12,991,5.9,N/A
2019,1,1,4,45,5.9,0,0,0,5,0,0,0,94.14,98.32000000000001,0.12,991,5.800000000000001,N/A
2019,1,1,5,0,6,0,0,0,5,0,0,0,93.49,95.62,0.12,991,5.6000000000000005,N/A
2019,1,1,5,15,6.2,0,0,0,5,0,0,0,92.22,92.97,0.12,991,5.5,N/A
2019,1,1,5,30,6.4,0,0,0,5,0,0,0,90.96000000000001,89.83,0.12,991,5.4,N/A
2019,1,1,5,45,6.6000000000000005,18,55,21,5.9,3,0,3,95.25,87.56,0.12,991,5.300000000000001,N/A
2019,1,1,6,0,6.800000000000001,35,144,47,5.9,4,0,4,94.05,85.18,0.12,992,5.1000000000000005,N/A
2019,1,1,6,15,7.1000000000000005,50,234,80,5.9,5,0,5,92.13,82.82000000000001,0.12,992,5,N/A
2019,1,1,6,30,7.300000000000001,63,312,115,5.9,6,0,6,90.88,80.52,0.12,992,5,N/A
2019,1,1,6,45,7.6000000000000005,71,401,153,6.9,7,0,7,95.15,78.29,0.12,992,4.9,N/A
2019,1,1,7,0,7.9,80,457,189,6.9,8,0,8,93.23,76.16,0.12,992,4.800000000000001,N/A
2019,1,1,7,15,8.1,87,504,225,6.9,9,0,9,91.97,74.12,0.12,992,4.800000000000001,N/A
2019,1,1,7,30,8.3,93,544,260,6.9,13,0,13,90.65,72.19,0.12,991,4.7,N/A
2019,1,1,7,45,8.5,96,589,294,7.7,14,0,14,94.83,70.38,0.12,991,4.7,N/A
2019,1,1,8,0,8.8,101,617,324,7.7,16,0,16,92.93,68.7,0.12,991,4.7,N/A
2019,1,1,8,15,8.9,105,640,353,7.7,17,0,17,92.31,67.16,0.12,991,4.6000000000000005,N/A
2019,1,1,8,30,9.1,108,660,379,7.7,19,0,19,91.07000000000001,65.77,0.12,991,4.6000000000000005,N/A
2019,1,1,8,45,9.200000000000001,133,601,391,8.3,20,0,20,94.27,64.54,0.12,991,4.5,N/A
2019,1,1,9,0,9.4,135,615,410,8.3,21,0,21,93.01,63.480000000000004,0.12,991,4.5,N/A
2019,1,1,9,15,9.5,138,626,426,8.3,21,0,21,92.39,62.61,0.12,991,4.4,N/A
2019,1,1,9,30,9.600000000000001,139,635,438,8.3,22,0,22,91.68,61.92,0.12,990,4.4,N/A
2019,1,1,9,45,9.600000000000001,133,663,450,8.700000000000001,24,0,24,93.82000000000001,61.42,0.12,990,4.3,N/A
2019,1,1,10,0,9.700000000000001,133,667,455,8.700000000000001,24,0,24,93.19,61.120000000000005,0.12,990,4.3,N/A
2019,1,1,10,15,9.8,134,668,457,8.700000000000001,23,0,23,92.57000000000001,61.03,0.12,990,4.2,N/A
2019,1,1,10,30,9.8,133,667,455,8.700000000000001,23,0,23,92.57000000000001,61.13,0.12,990,4.2,N/A
2019,1,1,10,45,9.9,120,703,456,8.8,23,0,23,92.93,61.44,0.12,990,4.1000000000000005,N/A
2019,1,1,11,0,9.9,118,697,446,8.8,22,0,22,92.93,61.95,0.12,990,4.1000000000000005,N/A
2019,1,1,11,15,9.9,117,689,434,8.8,23,0,23,92.93,62.65,0.12,990,4,N/A
2019,1,1,11,30,9.9,115,679,418,8.8,19,0,19,92.93,63.54,0.12,990,3.9000000000000004,N/A
2019,1,1,11,45,9.9,115,659,397,8.8,18,0,18,92.8,64.61,0.12,990,3.8000000000000003,N/A
2019,1,1,12,0,9.9,112,643,375,8.8,19,0,19,92.8,65.84,0.12,990,3.7,N/A
2019,1,1,12,15,9.8,108,623,349,8.8,51,0,51,93.42,67.24,0.12,990,3.5,N/A
2019,1,1,12,30,9.700000000000001,104,599,321,8.8,15,0,15,94.05,68.79,0.12,990,3.4000000000000004,N/A
2019,1,1,12,45,9.600000000000001,96,587,292,8.6,13,0,13,93.55,70.48,0.12,990,3.3000000000000003,N/A
2019,1,1,13,0,9.600000000000001,91,553,259,8.6,13,0,13,93.55,72.29,0.12,990,3.1,N/A
2019,1,1,13,15,9.4,85,513,224,8.6,10,0,10,94.81,74.23,0.12,990,3,N/A
2019,1,1,13,30,9.3,78,468,189,8.6,9,0,9,95.45,76.27,0.12,990,2.9000000000000004,N/A
2019,1,1,13,45,9.1,66,435,154,8.200000000000001,8,0,8,94.08,78.42,0.12,990,2.8000000000000003,N/A
2019,1,1,14,0,9,57,366,116,8.200000000000001,7,0,7,94.71000000000001,80.65,0.12,990,2.7,N/A
2019,1,1,14,15,8.9,46,282,81,8.200000000000001,6,0,6,95.35000000000001,82.95,0.12,990,2.7,N/A
2019,1,1,14,30,8.8,33,183,48,8.200000000000001,5,0,5,96,85.31,0.12,990,2.6,N/A
2019,1,1,14,45,8.8,18,80,21,7.9,3,0,3,93.92,87.69,0.12,990,2.6,N/A
2019,1,1,15,0,8.700000000000001,0,0,0,7.9,0,0,0,94.56,89.95,0.12,990,2.5,N/A
2019,1,1,15,15,8.700000000000001,0,0,0,7.9,0,0,0,94.56,93.11,0.12,990,2.4000000000000004,N/A
2019,1,1,15,30,8.6,0,0,0,7.9,0,0,0,95.29,95.77,0.12,991,2.4000000000000004,N/A
2019,1,1,15,45,8.6,0,0,0,7.7,0,0,0,94.17,98.47,0.12,991,2.3000000000000003,N/A
2019,1,1,16,0,8.6,0,0,0,7.7,0,0,0,94.17,101.21000000000001,0.12,991,2.2,N/A
2019,1,1,16,15,8.6,0,0,0,7.7,0,0,0,94.17,104,0.12,991,2.1,N/A
2019,1,1,16,30,8.6,0,0,0,7.7,0,0,0,94.17,106.81,0.12,991,2,N/A
2019,1,1,16,45,8.6,0,0,0,7.6000000000000005,0,0,0,93.53,109.66,0.12,991,1.9000000000000001,N/A
2019,1,1,17,0,8.6,0,0,0,7.6000000000000005,0,0,0,93.53,112.53,0.12,991,1.8,N/A
2019,1,1,17,15,8.6,0,0,0,7.6000000000000005,0,0,0,93.53,115.43,0.12,991,1.6,N/A
2019,1,1,17,30,8.6,0,0,0,7.6000000000000005,0,0,0,93.53,118.34,0.12,991,1.5,N/A
2019,1,1,17,45,8.700000000000001,0,0,0,7.5,0,0,0,92.11,121.27,0.12,991,1.4000000000000001,N/A
2019,1,1,18,0,8.700000000000001,0,0,0,7.5,0,0,0,92.11,124.21000000000001,0.12,991,1.2000000000000002,N/A
2019,1,1,18,15,8.700000000000001,0,0,0,7.5,0,0,0,92.11,127.16,0.12,991,1.1,N/A
2019,1,1,18,30,8.700000000000001,0,0,0,7.5,0,0,0,92.11,130.11,0.12,991,1,N/A
2019,1,1,18,45,8.700000000000001,0,0,0,7.4,0,0,0,91.59,133.06,0.12,990,0.9,N/A
2019,1,1,19,0,8.700000000000001,0,0,0,7.4,0,0,0,91.59,136,0.12,990,0.8,N/A
2019,1,1,19,15,8.700000000000001,0,0,0,7.4,0,0,0,91.59,138.93,0.12,990,0.7000000000000001,N/A
2019,1,1,19,30,8.700000000000001,0,0,0,7.4,0,0,0,91.59,141.84,0.12,990,0.7000000000000001,N/A
2019,1,1,19,45,8.6,0,0,0,7.4,0,0,0,91.91,144.72,0.12,990,0.7000000000000001,N/A
2019,1,1,20,0,8.6,0,0,0,7.4,0,0,0,91.91,147.55,0.12,990,0.6000000000000001,N/A
2019,1,1,20,15,8.6,0,0,0,7.4,0,0,0,91.91,150.33,0.12,990,0.6000000000000001,N/A
2019,1,1,20,30,8.6,0,0,0,7.4,0,0,0,91.91,153.02,0.12,990,0.6000000000000001,N/A
2019,1,1,20,45,8.5,0,0,0,7.2,0,0,0,91.29,155.6,0.12,990,0.6000000000000001,N/A
2019,1,1,21,0,8.5,0,0,0,7.2,0,0,0,91.29,158.03,0.12,990,0.6000000000000001,N/A
2019,1,1,21,15,8.4,0,0,0,7.2,0,0,0,91.91,160.23,0.12,990,0.6000000000000001,N/A
2019,1,1,21,30,8.4,0,0,0,7.2,0,0,0,91.91,162.13,0.12,990,0.6000000000000001,N/A
2019,1,1,21,45,8.4,0,0,0,6.9,0,0,0,90.56,163.63,0.12,990,0.6000000000000001,N/A
2019,1,1,22,0,8.3,0,0,0,6.9,0,0,0,91.17,164.59,0.12,990,0.6000000000000001,N/A
2019,1,1,22,15,8.3,0,0,0,6.9,0,0,0,91.17,164.91,0.12,990,0.7000000000000001,N/A
2019,1,1,22,30,8.200000000000001,0,0,0,6.9,0,0,0,91.79,164.56,0.12,990,0.7000000000000001,N/A
2019,1,1,22,45,8.1,0,0,0,6.800000000000001,0,0,0,91.28,163.58,0.12,990,0.8,N/A
2019,1,1,23,0,8.1,0,0,0,6.800000000000001,0,0,0,91.28,162.07,0.12,990,0.9,N/A
2019,1,1,23,15,8.1,0,0,0,6.800000000000001,0,0,0,91.28,160.16,0.12,990,0.9,N/A
2019,1,1,23,30,8.1,0,0,0,6.800000000000001,0,0,0,91.28,157.94,0.12,990,0.9,N/A
2019,1,1,23,45,8.1,0,0,0,6.800000000000001,0,0,0,91.28,155.51,0.12,990,0.9,N/A
2019,1,2,0,0,7.5,0,0,0,6.5,0,0,0,93.41,152.93,0.13,990,1.3,N/A
2019,1,2,0,15,7.4,0,0,0,6.5,0,0,0,94.04,150.23,0.13,990,1.4000000000000001,N/A
2019,1,2,0,30,7.2,0,0,0,6.5,0,0,0,95.34,147.45000000000002,0.13,990,1.5,N/A
2019,1,2,0,45,7.1000000000000005,0,0,0,6.2,0,0,0,93.86,144.62,0.13,990,1.5,N/A
2019,1,2,1,0,6.9,0,0,0,6.2,0,0,0,95.16,141.74,0.13,990,1.6,N/A
2019,1,2,1,15,6.800000000000001,0,0,0,6.2,0,0,0,95.71000000000001,138.83,0.13,989,1.7000000000000002,N/A
2019,1,2,1,30,6.6000000000000005,0,0,0,6.2,0,0,0,97.04,135.89000000000001,0.13,989,1.7000000000000002,N/A
2019,1,2,1,45,6.5,0,0,0,5.800000000000001,0,0,0,95.42,132.95,0.13,989,1.8,N/A
2019,1,2,2,0,6.300000000000001,0,0,0,5.800000000000001,0,0,0,96.74000000000001,130,0.13,989,1.8,N/A
2019,1,2,2,15,6.2,0,0,0,5.800000000000001,0,0,0,97.41,127.05,0.13,989,1.8,N/A
2019,1,2,2,30,6,0,0,0,5.800000000000001,0,0,0,98.76,124.10000000000001,0.13,989,1.9000000000000001,N/A
2019,1,2,2,45,5.9,0,0,0,5.5,0,0,0,97.13,121.16,0.13,989,1.9000000000000001,N/A
2019,1,2,3,0,5.7,0,0,0,5.5,0,0,0,98.48,118.23,0.13,989,2,N/A
2019,1,2,3,15,5.6000000000000005,0,0,0,5.5,0,0,0,99.17,115.31,0.13,989,2,N/A
2019,1,2,3,30,5.5,0,0,0,5.5,0,0,0,99.85000000000001,112.42,0.13,989,2,N/A
2019,1,2,3,45,5.4,0,0,0,5.2,0,0,0,98.29,109.54,0.13,988,2,N/A
2019,1,2,4,0,5.2,0,0,0,5.2,0,0,0,99.67,106.7,0.13,988,2.1,N/A
2019,1,2,4,15,5.1000000000000005,0,0,0,5.1000000000000005,0,0,0,100,103.88,0.13,988,2.1,N/A
2019,1,2,4,30,5.1000000000000005,0,0,0,5.1000000000000005,0,0,0,100,101.10000000000001,0.13,988,2.1,N/A
2019,1,2,4,45,5,0,0,0,4.800000000000001,0,0,0,98.75,98.35000000000001,0.13,988,2.1,N/A
2019,1,2,5,0,4.9,0,0,0,4.800000000000001,0,0,0,99.44,95.65,0.13,988,2.1,N/A
2019,1,2,5,15,5.300000000000001,0,0,0,4.800000000000001,0,0,0,96.71000000000001,92.99,0.13,988,2.3000000000000003,N/A
2019,1,2,5,30,5.7,0,0,0,4.800000000000001,0,0,0,94.07000000000001,89.85000000000001,0.13,988,2.4000000000000004,N/A
2019,1,2,5,45,6.1000000000000005,19,149,25,5.5,19,149,25,95.83,87.58,0.13,988,2.5,N/A
2019,1,2,6,0,6.4,31,272,54,5.5,31,272,54,93.87,85.2,0.13,988,2.7,N/A
2019,1,2,6,15,6.800000000000001,42,374,89,5.5,6,0,6,91.33,82.83,0.13,988,2.7,N/A
2019,1,2,6,30,7.1000000000000005,52,456,127,5.5,9,0,9,89.47,80.53,0.13,988,2.7,N/A
2019,1,2,6,45,7.4,61,514,165,6,11,0,11,90.88,78.3,0.13,988,2.8000000000000003,N/A
2019,1,2,7,0,7.7,67,569,203,6,14,0,14,89.04,76.16,0.13,988,2.8000000000000003,N/A
2019,1,2,7,15,8.1,73,614,241,6,17,0,17,86.66,74.11,0.13,988,2.8000000000000003,N/A
2019,1,2,7,30,8.5,78,650,277,6,19,0,19,84.34,72.18,0.13,988,2.7,N/A
2019,1,2,7,45,8.9,84,675,310,6.7,22,0,22,86.18,70.36,0.13,988,2.7,N/A
2019,1,2,8,0,9.200000000000001,87,698,341,6.7,25,0,25,84.46000000000001,68.67,0.13,988,2.6,N/A
2019,1,2,8,15,9.600000000000001,90,719,370,6.7,33,0,33,82.23,67.13,0.13,988,2.7,N/A
2019,1,2,8,30,9.9,93,737,396,6.7,31,0,31,80.59,65.73,0.13,988,2.7,N/A
2019,1,2,8,45,10.200000000000001,103,725,415,7.1000000000000005,35,0,35,81.31,64.5,0.13,988,2.7,N/A
2019,1,2,9,0,10.5,105,738,435,7.1000000000000005,21,0,21,79.62,63.43,0.13,987,2.7,N/A
2019,1,2,9,15,10.600000000000001,107,748,451,7.1000000000000005,35,0,35,79.09,62.550000000000004,0.13,987,2.8000000000000003,N/A
2019,1,2,9,30,10.700000000000001,108,755,464,7.1000000000000005,38,0,38,78.57000000000001,61.85,0.13,987,2.8000000000000003,N/A
2019,1,2,9,45,10.8,109,761,474,7.1000000000000005,37,0,37,77.77,61.35,0.13,987,2.9000000000000004,N/A
2019,1,2,10,0,10.9,109,764,479,7.1000000000000005,38,0,38,77.25,61.04,0.13,987,2.9000000000000004,N/A
2019,1,2,10,15,10.9,110,765,481,7.1000000000000005,38,0,38,77.25,60.94,0.13,987,2.9000000000000004,N/A
2019,1,2,10,30,10.9,109,764,479,7.1000000000000005,39,0,39,77.18,61.04,0.13,986,3,N/A
2019,1,2,10,45,10.9,107,765,474,6.9,37,0,37,76.14,61.35,0.13,986,3,N/A
2019,1,2,11,0,10.9,107,763,467,6.9,37,0,37,76.14,61.85,0.13,986,3,N/A
2019,1,2,11,15,10.8,105,756,454,6.9,35,0,35,76.65,62.54,0.13,986,3,N/A
2019,1,2,11,30,10.8,104,746,437,6.9,41,0,41,76.65,63.43,0.13,986,3,N/A
2019,1,2,11,45,10.700000000000001,105,722,416,6.6000000000000005,74,0,74,76.01,64.49,0.13,986,3,N/A
2019,1,2,12,0,10.700000000000001,103,706,393,6.6000000000000005,40,0,40,76.01,65.72,0.13,986,3,N/A
2019,1,2,12,15,10.5,100,687,367,6.6000000000000005,62,0,62,77.03,67.12,0.13,986,3,N/A
2019,1,2,12,30,10.4,96,664,338,6.6000000000000005,126,1,126,77.54,68.66,0.13,986,2.9000000000000004,N/A
2019,1,2,12,45,10.200000000000001,93,633,306,6.6000000000000005,122,9,124,78.27,70.35000000000001,0.13,986,2.8000000000000003,N/A
2019,1,2,13,0,10.100000000000001,88,601,272,6.6000000000000005,65,0,65,78.87,72.16,0.13,987,2.8000000000000003,N/A
2019,1,2,13,15,9.8,82,561,236,6.6000000000000005,77,0,77,80.47,74.10000000000001,0.13,987,2.6,N/A
2019,1,2,13,30,9.4,76,518,200,6.6000000000000005,64,0,64,82.65,76.14,0.13,987,2.4000000000000004,N/A
2019,1,2,13,45,9.1,68,462,161,6.7,50,0,50,84.99,78.28,0.13,987,2.2,N/A
2019,1,2,14,0,8.700000000000001,58,394,123,6.7,37,0,37,87.31,80.51,0.13,987,2,N/A
2019,1,2,14,15,8.4,47,311,86,6.7,26,0,26,89.10000000000001,82.82000000000001,0.13,987,2,N/A
2019,1,2,14,30,8.1,34,211,52,6.7,16,0,16,90.93,85.18,0.13,987,1.9000000000000001,N/A
2019,1,2,14,45,7.800000000000001,19,99,23,6,19,99,23,88.38,87.56,0.13,988,1.9000000000000001,N/A
2019,1,2,15,0,7.4,0,0,0,6,0,0,0,90.82000000000001,89.84,0.13,988,1.9000000000000001,N/A
2019,1,2,15,15,7.300000000000001,0,0,0,6,0,0,0,91.44,92.97,0.13,988,1.8,N/A
2019,1,2,15,30,7.2,0,0,0,6,0,0,0,92.06,95.63,0.13,988,1.8,N/A
2019,1,2,15,45,7.1000000000000005,0,0,0,5.6000000000000005,0,0,0,90.47,98.33,0.13,988,1.8,N/A
2019,1,2,16,0,7,0,0,0,5.6000000000000005,0,0,0,91.09,101.07000000000001,0.13,988,1.8,N/A
2019,1,2,16,15,6.9,0,0,0,5.6000000000000005,0,0,0,91.71000000000001,103.86,0.13,988,1.7000000000000002,N/A
2019,1,2,16,30,6.800000000000001,0,0,0,5.6000000000000005,0,0,0,92.34,106.67,0.13,988,1.7000000000000002,N/A
2019,1,2,16,45,6.7,0,0,0,5.4,0,0,0,91.37,109.52,0.13,988,1.7000000000000002,N/A
2019,1,2,17,0,6.6000000000000005,0,0,0,5.4,0,0,0,92,112.39,0.13,988,1.7000000000000002,N/A
2019,1,2,17,15,6.6000000000000005,0,0,0,5.4,0,0,0,92,115.29,0.13,988,1.6,N/A
2019,1,2,17,30,6.5,0,0,0,5.4,0,0,0,92.63,118.2,0.13,988,1.6,N/A
2019,1,2,17,45,6.5,0,0,0,5.2,0,0,0,91.46000000000001,121.13,0.13,988,1.6,N/A
2019,1,2,18,0,6.4,0,0,0,5.2,0,0,0,92.09,124.07000000000001,0.13,988,1.5,N/A
2019,1,2,18,15,6.4,0,0,0,5.2,0,0,0,92.09,127.02,0.13,988,1.5,N/A
2019,1,2,18,30,6.4,0,0,0,5.2,0,0,0,92.09,129.97,0.13,988,1.4000000000000001,N/A
2019,1,2,18,45,6.300000000000001,0,0,0,5,0,0,0,91.48,132.92000000000002,0.13,988,1.4000000000000001,N/A
2019,1,2,19,0,6.300000000000001,0,0,0,5,0,0,0,91.48,135.86,0.13,988,1.4000000000000001,N/A
2019,1,2,19,15,6.300000000000001,0,0,0,5,0,0,0,91.48,138.79,0.13,988,1.3,N/A
2019,1,2,19,30,6.4,0,0,0,5,0,0,0,90.85000000000001,141.70000000000002,0.13,988,1.2000000000000002,N/A
2019,1,2,19,45,6.4,0,0,0,4.9,0,0,0,90.14,144.58,0.13,988,1.2000000000000002,N/A
2019,1,2,20,0,6.4,0,0,0,4.9,0,0,0,90.14,147.41,0.13,988,1.1,N/A
2019,1,2,20,15,6.4,0,0,0,4.9,0,0,0,90.14,150.19,0.13,988,1,N/A
2019,1,2,20,30,6.4,0,0,0,4.9,0,0,0,90.14,152.88,0.13,988,1,N/A
2019,1,2,20,45,6.5,0,0,0,4.9,0,0,0,89.4,155.46,0.13,988,1,N/A
2019,1,2,21,0,6.5,0,0,0,4.9,0,0,0,89.4,157.89000000000001,0.13,988,0.9,N/A
2019,1,2,21,15,6.4,0,0,0,4.9,0,0,0,90.02,160.09,0.13,988,0.9,N/A
2019,1,2,21,30,6.4,0,0,0,4.9,0,0,0,90.11,162,0.13,989,0.9,N/A
2019,1,2,21,45,6.4,0,0,0,5,0,0,0,90.59,163.5,0.13,989,0.9,N/A
2019,1,2,22,0,6.4,0,0,0,5,0,0,0,90.59,164.48,0.13,989,0.9,N/A
2019,1,2,22,15,6.4,0,0,0,5,0,0,0,90.59,164.82,0.13,989,1,N/A
2019,1,2,22,30,6.5,0,0,0,5,0,0,0,89.97,164.5,0.13,989,1,N/A
2019,1,2,22,45,6.5,0,0,0,5.1000000000000005,0,0,0,90.52,163.54,0.13,989,1,N/A
2019,1,2,23,0,6.5,0,0,0,5.1000000000000005,0,0,0,90.52,162.05,0.13,989,1.1,N/A
2019,1,2,23,15,6.5,0,0,0,5.1000000000000005,0,0,0,90.52,160.15,0.13,989,1.1,N/A
2019,1,2,23,30,6.5,0,0,0,5.1000000000000005,0,0,0,90.52,157.95000000000002,0.13,989,1.1,N/A
2019,1,2,23,45,6.5,0,0,0,5.1000000000000005,0,0,0,90.52,155.53,0.13,989,1.1,N/A
2019,1,3,0,0,6.5,0,0,0,5,0,0,0,90,152.95000000000002,0.13,990,1.2000000000000002,N/A
2019,1,3,0,15,6.5,0,0,0,5,0,0,0,90,150.26,0.13,990,1.2000000000000002,N/A
2019,1,3,0,30,6.5,0,0,0,5,0,0,0,90,147.49,0.13,990,1.3,N/A
2019,1,3,0,45,6.5,0,0,0,4.7,0,0,0,87.99,144.65,0.13,990,1.3,N/A
2019,1,3,1,0,6.4,0,0,0,4.7,0,0,0,88.60000000000001,141.78,0.13,990,1.3,N/A
2019,1,3,1,15,6.4,0,0,0,4.7,0,0,0,88.60000000000001,138.87,0.13,990,1.3,N/A
2019,1,3,1,30,6.5,0,0,0,4.7,0,0,0,87.99,135.94,0.13,990,1.3,N/A
2019,1,3,1,45,6.5,0,0,0,4.2,0,0,0,85.32000000000001,132.99,0.13,990,1.3,N/A
2019,1,3,2,0,6.5,0,0,0,4.2,0,0,0,85.32000000000001,130.04,0.13,990,1.3,N/A
2019,1,3,2,15,6.5,0,0,0,4.2,0,0,0,85.32000000000001,127.09,0.13,990,1.2000000000000002,N/A
2019,1,3,2,30,6.5,0,0,0,4.2,0,0,0,85.32000000000001,124.14,0.13,990,1.1,N/A
2019,1,3,2,45,6.5,0,0,0,3.7,0,0,0,82.17,121.2,0.13,990,1.1,N/A
2019,1,3,3,0,6.5,0,0,0,3.7,0,0,0,82.17,118.27,0.13,990,1,N/A
2019,1,3,3,15,6.5,0,0,0,3.7,0,0,0,82.17,115.35000000000001,0.13,990,1,N/A
2019,1,3,3,30,6.4,0,0,0,3.7,0,0,0,82.73,112.46000000000001,0.13,990,1,N/A
2019,1,3,3,45,6.4,0,0,0,3.3000000000000003,0,0,0,80.83,109.58,0.13,990,0.9,N/A
2019,1,3,4,0,6.300000000000001,0,0,0,3.3000000000000003,0,0,0,81.38,106.73,0.13,990,0.9,N/A
2019,1,3,4,15,6.2,0,0,0,3.3000000000000003,0,0,0,81.95,103.91,0.13,990,1,N/A
2019,1,3,4,30,6.1000000000000005,0,0,0,3.3000000000000003,0,0,0,82.51,101.13,0.13,990,1.1,N/A
2019,1,3,4,45,5.9,0,0,0,3.6,0,0,0,85.02,98.38,0.13,990,1.2000000000000002,N/A
2019,1,3,5,0,5.800000000000001,0,0,0,3.6,0,0,0,85.61,95.68,0.13,990,1.4000000000000001,N/A
2019,1,3,5,15,6.1000000000000005,0,0,0,3.6,0,0,0,83.86,93.02,0.13,990,1.5,N/A
2019,1,3,5,30,6.4,0,0,0,3.6,0,0,0,82.15,89.87,0.13,990,1.7000000000000002,N/A
2019,1,3,5,45,6.800000000000001,19,112,24,5.300000000000001,3,0,3,90.02,87.59,0.13,990,1.8,N/A
2019,1,3,6,0,7.1000000000000005,33,230,52,5.300000000000001,4,0,4,88.19,85.21000000000001,0.13,990,2,N/A
2019,1,3,6,15,7.5,45,332,87,5.300000000000001,6,0,6,85.82000000000001,82.84,0.13,990,2.3000000000000003,N/A
2019,1,3,6,30,7.9,56,416,124,5.300000000000001,7,0,7,83.51,80.53,0.13,990,2.7,N/A
2019,1,3,6,45,8.3,69,443,159,6.4,8,0,8,87.85000000000001,78.3,0.13,990,3,N/A
2019,1,3,7,0,8.700000000000001,77,499,197,6.4,10,0,10,85.51,76.15,0.13,990,3.4000000000000004,N/A
2019,1,3,7,15,9,84,546,234,6.4,11,0,11,83.71000000000001,74.10000000000001,0.13,989,3.6,N/A
2019,1,3,7,30,9.200000000000001,90,583,268,6.4,13,0,13,82.59,72.16,0.13,989,3.9000000000000004,N/A
2019,1,3,7,45,9.5,103,582,299,6.800000000000001,14,0,14,83.25,70.34,0.13,989,4.2,N/A
2019,1,3,8,0,9.700000000000001,107,608,329,6.800000000000001,16,0,16,82.14,68.64,0.13,989,4.4,N/A
2019,1,3,8,15,9.8,112,632,358,6.800000000000001,17,0,17,81.51,67.09,0.13,988,4.6000000000000005,N/A
2019,1,3,8,30,9.9,115,652,384,6.800000000000001,18,0,18,80.97,65.69,0.13,988,4.800000000000001,N/A
2019,1,3,8,45,10,119,660,404,7,20,0,20,81.82000000000001,64.45,0.13,987,5,N/A
2019,1,3,9,0,10.100000000000001,122,674,424,7,21,0,21,81.27,63.38,0.13,987,5.2,N/A
2019,1,3,9,15,10.200000000000001,124,685,440,7,69,0,69,80.65,62.480000000000004,0.13,986,5.4,N/A
2019,1,3,9,30,10.3,125,690,452,7,24,0,24,80.12,61.78,0.13,986,5.5,N/A
2019,1,3,9,45,10.4,123,705,462,7.5,25,0,25,82.47,61.27,0.13,985,5.7,N/A
2019,1,3,10,0,10.4,124,709,468,7.5,40,0,40,82.38,60.96,0.13,984,5.800000000000001,N/A
2019,1,3,10,15,10.5,124,710,470,7.5,21,0,21,81.84,60.85,0.13,984,6.1000000000000005,N/A
2019,1,3,10,30,10.5,124,706,467,7.5,38,0,38,81.76,60.94,0.13,983,6.300000000000001,N/A
2019,1,3,10,45,10.600000000000001,120,711,463,8.200000000000001,38,0,38,85.37,61.24,0.13,983,6.6000000000000005,N/A
2019,1,3,11,0,10.600000000000001,119,706,453,8.200000000000001,32,0,32,85.28,61.74,0.13,982,6.800000000000001,N/A
2019,1,3,11,15,10.600000000000001,118,698,441,8.200000000000001,24,0,24,85.28,62.43,0.13,982,7,N/A
2019,1,3,11,30,10.700000000000001,116,685,424,8.200000000000001,22,0,22,84.63,63.31,0.13,981,7.1000000000000005,N/A
